ID,Car Name,Manual/Motor,MPG,Annual Fuel Cost
2747,2017 Volvo V60 AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",26,"$2,050 "
2748,2018 Volvo V90 CC AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,050 "
2749,2019 Volvo XC40 AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2750,2022 Audi Q3 quattro ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",26,"$2,050 "
2751,2016 Audi Q5 ,"3.0 L, 6 cyl, Automatic (S8), Turbo, Diesel",26,"$2,200 "
2752,2022 Audi TT Coupe quattro ,"2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Regular Gasoline",26,"$2,050 "
2753,2018 Audi TT Coupe quattro ,"2.0 L, 4 cyl, Automatic (AM-S6), Turbo, Regular Gasoline",26,"$2,050 "
2754,2017 Audi TT Coupe quattro ,"2.0 L, 4 cyl, Automatic (AM-S6), Turbo, Regular Gasoline",26,"$2,050 "
2755,2016 Audi TT Coupe quattro ,"2.0 L, 4 cyl, Automatic (AM-S6), Turbo, Regular Gasoline",26,"$2,050 "
2756,2022 Audi TT Roadster quattro ,"2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Regular Gasoline",26,"$2,050 "
2757,2018 Audi TT Roadster quattro ,"2.0 L, 4 cyl, Automatic (AM-S6), Turbo, Regular Gasoline",26,"$2,050 "
2758,2017 Audi TT Roadster quattro ,"2.0 L, 4 cyl, Automatic (AM-S6), Turbo, Regular Gasoline",26,"$2,050 "
2759,2016 Audi TT Roadster quattro ,"2.0 L, 4 cyl, Automatic (AM-S6), Turbo, Regular Gasoline",26,"$2,050 "
2760,2016 BMW ActiveHybrid 5 ,"3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2761,2022 BMW X2 M35i ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2762,2021 BMW X2 M35i ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2763,2020 BMW X2 M35i ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2764,2019 BMW X3 sDrive30i ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2765,2022 Buick Encore AWD ,"1.4 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",26,"$2,050 "
2766,2021 Buick Encore AWD ,"1.4 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",26,"$2,050 "
2767,2016 Buick Encore AWD ,"1.4 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",26,"$2,050 "
2768,2022 Chevrolet Trax AWD ,"1.4 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",26,"$2,050 "
2769,2021 Chevrolet Trax AWD ,"1.4 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",26,"$2,050 "
2770,2019 Ford Escape FWD ,"1.5 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",26,"$2,050 "
2771,2018 Ford Escape FWD ,"1.5 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",26,"$2,050 "
2772,2017 Ford Escape FWD ,"1.5 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",26,"$2,050 "
2773,2022 Ford Maverick FWD ,"2.0 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",26,"$2,050 "
2774,2022 GMC Sierra 2WD ,"3.0 L, 6 cyl, Automatic 10-spd, Turbo, Diesel",26,"$2,200 "
2775,2021 GMC Sierra 2WD ,"3.0 L, 6 cyl, Automatic 10-spd, Turbo, Diesel",26,"$2,200 "
2776,2020 GMC Sierra 2WD ,"3.0 L, 6 cyl, Automatic 10-spd, Turbo, Diesel",26,"$2,200 "
2777,2020 Hyundai Elantra GT ,"1.6 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",26,"$2,050 "
2778,2019 Hyundai Elantra GT ,"1.6 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",26,"$2,050 "
2779,2019 Hyundai Tucson FWD ,"2.0 L, 4 cyl, Automatic (S6), Regular Gasoline",26,"$2,050 "
2780,2018 Hyundai Tucson FWD ,"2.0 L, 4 cyl, Automatic (S6), Regular Gasoline",26,"$2,050 "
2781,2017 Hyundai Tucson FWD ,"2.0 L, 4 cyl, Automatic (S6), Regular Gasoline",26,"$2,050 "
2782,2016 Hyundai Tucson FWD ,"2.0 L, 4 cyl, Automatic (S6), Regular Gasoline",26,"$2,050 "
2783,2021 Jaguar F-Type Convertible ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2784,2020 Jaguar F-Type Convertible ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2785,2019 Jaguar F-Type Convertible ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2786,2018 Jaguar F-Type Convertible ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2787,2021 Jaguar F-Type Coupe ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2788,2020 Jaguar F-Type Coupe ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2789,2019 Jaguar F-Type Coupe ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2790,2018 Jaguar F-Type Coupe ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2791,2017 Kia Forte Koup ,"1.6 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",26,"$2,050 "
2792,2018 Kia Sportage FE FWD ,"2.4 L, 4 cyl, Automatic (S6), Regular Gasoline",26,"$2,050 "
2793,2017 Kia Sportage FE FWD ,"2.4 L, 4 cyl, Automatic (S6), Regular Gasoline",26,"$2,050 "
2794,2022 Kia Sportage FWD ,"2.4 L, 4 cyl, Automatic (S6), Regular Gasoline",26,"$2,050 "
2795,2021 Kia Sportage FWD ,"2.4 L, 4 cyl, Automatic (S6), Regular Gasoline",26,"$2,050 "
2796,2020 Kia Sportage FWD ,"2.4 L, 4 cyl, Automatic (S6), Regular Gasoline",26,"$2,050 "
2797,2019 Mercedes-Benz AMG CLA45 4matic ,"2.0 L, 4 cyl, Automatic (AM7), Turbo, Premium Gasoline",26,"$2,550 "
2798,2018 Mercedes-Benz AMG CLA45 4matic ,"2.0 L, 4 cyl, Automatic (AM7), Turbo, Premium Gasoline",26,"$2,550 "
2799,2017 Mercedes-Benz AMG CLA45 4matic ,"2.0 L, 4 cyl, Automatic (AM7), Turbo, Premium Gasoline",26,"$2,550 "
2800,2016 Mercedes-Benz AMG CLA45 4matic ,"2.0 L, 4 cyl, Automatic (AM7), Turbo, Premium Gasoline",26,"$2,550 "
2801,2017 Mercedes-Benz C300 Coupe ,"2.0 L, 4 cyl, Automatic 7-spd, Turbo, Premium Gasoline",26,"$2,550 "
2802,2021 Mercedes-Benz CLS450 ,"3.0 L, 6 cyl, Automatic 9-spd, Turbo, Premium Gasoline",26,"$2,550 "
2803,2020 Mercedes-Benz CLS450 4matic ,"3.0 L, 6 cyl, Automatic 9-spd, Turbo, Premium Gasoline",26,"$2,550 "
2804,2019 Mercedes-Benz CLS450 4matic ,"3.0 L, 6 cyl, Automatic 9-spd, Turbo, Premium Gasoline",26,"$2,550 "
2805,2021 Mercedes-Benz E450 4matic ,"3.0 L, 6 cyl, Automatic 9-spd, Turbo, Premium Gasoline",26,"$2,550 "
2806,2020 Mercedes-Benz GLB250 ,"2.0 L, 4 cyl, Automatic (AM8), Turbo, Premium Gasoline",26,"$2,550 "
2807,2021 Mercedes-Benz GLB250 4matic ,"2.0 L, 4 cyl, Automatic (AM8), Turbo, Premium Gasoline",26,"$2,550 "
2808,2022 MINI Cooper Countryman All4 ,"1.5 L, 3 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2809,2016 MINI Cooper S Countryman All4 ,"1.6 L, 4 cyl, Automatic (S6), Turbo, Premium Gasoline",26,"$2,550 "
2810,2016 MINI Cooper S Paceman All4 ,"1.6 L, 4 cyl, Automatic (S6), Turbo, Premium Gasoline",26,"$2,550 "
2811,2022 MINI JCW Countryman All4 ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2812,2021 MINI JCW Countryman All4 ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2813,2020 MINI JCW Countryman All4 ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2814,2016 MINI JCW Countryman All4 ,"1.6 L, 4 cyl, Automatic (S6), Turbo, Premium Gasoline",26,"$2,550 "
2815,2016 MINI JCW Paceman All4 ,"1.6 L, 4 cyl, Automatic (S6), Turbo, Premium Gasoline",26,"$2,550 "
2816,2017 Mitsubishi Lancer 4WD ,"2.4 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",26,"$2,050 "
2817,2016 Mitsubishi Lancer 4WD ,"2.4 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",26,"$2,050 "
2818,2016 Scion tC ,"2.5 L, 4 cyl, Manual 6-spd, Regular Gasoline",26,"$2,050 "
2819,2016 Scion tC ,"2.5 L, 4 cyl, Automatic (S6), Regular Gasoline",26,"$2,050 "
2820,2017 Subaru Crosstrek AWD ,"2.0 L, 4 cyl, Manual 5-spd, Regular Gasoline",26,"$2,050 "
2821,2022 Subaru Outback AWD ,"2.4 L, 4 cyl, Automatic (AV-S8), Turbo, Regular Gasoline",26,"$2,050 "
2822,2021 Subaru Outback AWD ,"2.4 L, 4 cyl, Automatic (AV-S8), Turbo, Regular Gasoline",26,"$2,050 "
2823,2020 Subaru Outback AWD ,"2.4 L, 4 cyl, Automatic (AV-S8), Turbo, Regular Gasoline",26,"$2,050 "
2824,2016 Subaru XV Crosstrek AWD ,"2.0 L, 4 cyl, Manual 5-spd, Regular Gasoline",26,"$2,050 "
2825,2018 Toyota RAV4 LE/XLE ,"2.5 L, 4 cyl, Automatic (S6), Regular Gasoline",26,"$2,050 "
2826,2017 Toyota RAV4 LE/XLE ,"2.5 L, 4 cyl, Automatic (S6), Regular Gasoline",26,"$2,050 "
2827,2016 Toyota RAV4 LE/XLE ,"2.5 L, 4 cyl, Automatic (S6), Regular Gasoline",26,"$2,050 "
2828,2016 Volkswagen Beetle Convertible ,"2.0 L, 4 cyl, Automatic (AM-S6), Turbo, Regular Gasoline",26,"$2,050 "
2829,2019 Volkswagen Golf R ,"2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",26,"$2,550 "
2830,2022 Volkswagen Golf-R ,"2.0 L, 4 cyl, Automatic (AM7), Turbo, Premium Gasoline",26,"$2,550 "
2831,2021 Volkswagen GTI ,"2.0 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",26,"$2,050 "
2832,2022 Volkswagen Tiguan ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",26,"$2,050 "
2833,2022 Volvo XC60 B5 ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2834,2017 Volvo XC60 FWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",26,"$2,050 "
2835,2016 Volvo XC60 FWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",26,"$2,050 "
2836,2016 Volvo XC70 FWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",26,"$2,050 "
2837,2021 Bentley Bentayga,"3.0 L, 6 cyl, Automatic (S8), Turbo, Premium and Electricity",46,"$2,600 "
2838,2022 Infiniti QX50 ,"2.0 L, 4 cyl, Automatic (AV-S8), Turbo, Premium Gasoline",19,"$2,550 "
2839,2021 Infiniti QX50 ,"2.0 L, 4 cyl, Automatic (AV-S8), Turbo, Premium Gasoline",26,"$2,550 "
2840,2020 Infiniti QX50 ,"2.0 L, 4 cyl, Automatic (AV-S8), Turbo, Premium Gasoline",26,"$2,550 "
2841,2022 Jeep Renegade 4WD ,"1.3 L, 4 cyl, Automatic 9-spd, Turbo, Regular Gasoline",26,"$2,050 "
2842,2021 Jeep Renegade 4WD ,"1.3 L, 4 cyl, Automatic 9-spd, Turbo, Regular Gasoline",26,"$2,050 "
2843,2020 Jeep Renegade 4WD ,"1.3 L, 4 cyl, Automatic 9-spd, Turbo, Regular Gasoline",26,"$2,050 "
2844,2019 Jeep Renegade 4WD ,"1.3 L, 4 cyl, Automatic 9-spd, Turbo, Regular Gasoline",26,"$2,050 "
2845,2021 Lexus LS 500h AWD ,"3.5 L, 6 cyl, Automatic (AV-S10), Premium Gasoline",26,"$2,550 "
2846,2017 Mazda CX-5 4WD ,"2.5 L, 4 cyl, Automatic (S6), Regular Gasoline",26,"$2,050 "
2847,2022 Mitsubishi Outlander Sport 4WD ,"2.0 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",26,"$2,050 "
2848,2021 Mitsubishi Outlander Sport 4WD ,"2.0 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",26,"$2,050 "
2849,2020 Mitsubishi Outlander Sport 4WD ,"2.0 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",26,"$2,050 "
2850,2019 Mitsubishi Outlander Sport 4WD ,"2.0 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",26,"$2,050 "
2851,2018 Mitsubishi Outlander Sport 4WD ,"2.0 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",26,"$2,050 "
2852,2017 Mitsubishi Outlander Sport 4WD ,"2.0 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",26,"$2,050 "
2853,2016 Mitsubishi Outlander Sport 4WD ,"2.0 L, 4 cyl, Automatic (AV-S6), Regular Gasoline",26,"$2,050 "
2854,2018 Porsche Panamera Turbo S e-Hybrid,"4.0 L, 8 cyl, Automatic (AM-S8), Turbo, Premium Gas or Electricity",49,"$2,600 "
2855,2018 Porsche Panamera Turbo S e-Hybrid Executive,"4.0 L, 8 cyl, Automatic (AM-S8), Turbo, Premium Gas or Electricity",21,"$2,600 "
2856,2018 Porsche Panamera Turbo S e-Hybrid ST,"4.0 L, 8 cyl, Automatic (AM-S8), Turbo, Premium Gas or Electricity",49,"$2,600 "
2857,2017 Volkswagen Beetle ,"2.0 L, 4 cyl, Automatic (AM-S6), Turbo, Regular Gasoline",21,"$2,050 "
2858,2016 Chevrolet Cruze Limited ,"1.8 L, 4 cyl, Automatic (S6), Regular Gasoline",49,"$2,050 "
2859,2016 BMW 228i ,"2.0 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",21,"$2,550 "
2860,2016 BMW 228i xDrive Convertible ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2861,2016 BMW 328i ,"2.0 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",26,"$2,550 "
2862,2016 BMW 328i xDrive ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2863,2016 BMW 328i xDrive Gran Turismo ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2864,2016 BMW 328i xDrive Sports Wagon ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2865,2016 BMW 428i Coupe ,"2.0 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",26,"$2,550 "
2866,2016 BMW 428i xDrive Coupe ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2867,2016 BMW 428i xDrive Gran Coupe ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2868,2016 BMW 528i xDrive ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2869,2016 BMW Z4 sDrive28i ,"2.0 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",26,"$2,550 "
2870,2022 Chevrolet Malibu ,"2.0 L, 4 cyl, Automatic 9-spd, Turbo, Premium Gasoline",26,"$2,550 "
2871,2021 Chevrolet Malibu ,"2.0 L, 4 cyl, Automatic 9-spd, Turbo, Regular Gasoline",26,"$2,050 "
2872,2017 Chevrolet Malibu ,"2.0 L, 4 cyl, Automatic 9-spd, Turbo, Premium Gasoline",26,"$2,550 "
2873,2016 Ford Fusion FWD ,"2.0 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",26,"$2,050 "
2874,2016 Ford Fusion FWD ,"2.5 L, 4 cyl, Automatic (S6), Regular Gasoline",26,"$2,050 "
2875,2019 Lexus ES 350 ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",26,"$2,050 "
2876,2016 Lincoln MKZ FWD ,"2.0 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",26,"$2,050 "
2877,2019 Mercedes-Benz C300 4matic ,"2.0 L, 4 cyl, Automatic 9-spd, Turbo, Premium Gasoline",26,"$2,550 "
2878,2022 Toyota Camry ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",26,"$2,050 "
2879,2021 Toyota Camry ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",26,"$2,050 "
2880,2020 Toyota Camry ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",26,"$2,050 "
2881,2019 Toyota Camry ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",26,"$2,050 "
2882,2018 Toyota Camry ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",26,"$2,050 "
2883,2021 Volvo S60 AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2884,2018 Volvo S60 AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",26,"$2,050 "
2885,2018 Volvo S60 Inscription AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",26,"$2,050 "
2886,2018 Volvo V60 AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",26,"$2,050 "
2887,2021 Volvo V90 FWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2888,2020 Volvo V90 FWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2889,2016 Audi A4 quattro ,"2.0 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",26,"$2,550 "
2890,2016 Audi A5 quattro ,"2.0 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",26,"$2,550 "
2891,2020 BMW 430i xDrive Convertible ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2892,2019 BMW 430i xDrive Convertible ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2893,2018 BMW 430i xDrive Convertible ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2894,2017 BMW 430i xDrive Convertible ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2895,2016 BMW Z4 sDrive28i ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2896,2020 Buick Regal ,"2.0 L, 4 cyl, Automatic (S9), Turbo, Premium Gasoline",26,"$2,550 "
2897,2019 Buick Regal ,"2.0 L, 4 cyl, Automatic (S9), Turbo, Premium Gasoline",26,"$2,550 "
2898,2018 Buick Regal ,"2.0 L, 4 cyl, Automatic (S9), Turbo, Premium Gasoline",26,"$2,550 "
2899,2017 Cadillac ATS ,"2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",26,"$2,050 "
2900,2016 Cadillac ATS ,"2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",26,"$2,050 "
2901,2020 Chevrolet Malibu ,"2.0 L, 4 cyl, Automatic 9-spd, Turbo, Premium Gasoline",26,"$2,550 "
2902,2019 Chevrolet Malibu ,"2.0 L, 4 cyl, Automatic 9-spd, Turbo, Premium Gasoline",26,"$2,550 "
2903,2018 Chevrolet Malibu ,"2.0 L, 4 cyl, Automatic 9-spd, Turbo, Premium Gasoline",26,"$2,550 "
2904,2016 Chevrolet Malibu ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",26,"$2,050 "
2905,2020 Honda Accord ,"2.0 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",26,"$2,050 "
2906,2019 Honda Accord ,"2.0 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",26,"$2,050 "
2907,2018 Honda Accord ,"2.0 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",26,"$2,050 "
2908,2020 Honda Accord 2.0T Sport/Touring ,"2.0 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",26,"$2,050 "
2909,2019 Honda Accord 2.0T Sport/Touring ,"2.0 L, 4 cyl, Automatic 10-spd, Turbo, Regular Gasoline",26,"$2,050 "
2910,2018 Honda Accord 2.0T Sport/Touring ,"2.0 L, 4 cyl, Automatic 10-spd, Turbo, Regular Gasoline",26,"$2,050 "
2911,2022 Honda Accord Sport/Touring ,"2.0 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",26,"$2,050 "
2912,2021 Honda Accord Sport/Touring ,"2.0 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",26,"$2,050 "
2913,2022 Lexus ES 350 ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",26,"$2,050 "
2914,2021 Lexus ES 350 ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",26,"$2,050 "
2915,2020 Lexus ES 350 ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",26,"$2,050 "
2916,2017 Lexus GS 200t ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2917,2016 Lexus GS 200t ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2918,2019 Lexus GS 300 ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2919,2018 Lexus GS 300 ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2920,2017 Lexus IS 200t ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2921,2016 Lexus IS 200t ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2922,2018 Lexus IS 300 ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2923,2017 Lexus RC 200t ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2924,2016 Lexus RC 200t ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2925,2018 Lexus RC 300 ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2926,2019 MINI Cooper Clubman All4 ,"1.5 L, 3 cyl, Manual 6-spd, Turbo, Premium Gasoline",26,"$2,550 "
2927,2018 MINI Cooper Clubman All4 ,"1.5 L, 3 cyl, Manual 6-spd, Turbo, Premium Gasoline",26,"$2,550 "
2928,2017 MINI Cooper Clubman All4 ,"1.5 L, 3 cyl, Manual 6-spd, Turbo, Premium Gasoline",26,"$2,550 "
2929,2019 MINI Cooper Countryman All4 ,"1.5 L, 3 cyl, Manual 6-spd, Turbo, Premium Gasoline",26,"$2,550 "
2930,2018 MINI Cooper Countryman All4 ,"1.5 L, 3 cyl, Manual 6-spd, Turbo, Premium Gasoline",26,"$2,550 "
2931,2017 MINI Cooper Countryman All4 ,"1.5 L, 3 cyl, Manual 6-spd, Turbo, Premium Gasoline",26,"$2,550 "
2932,2021 MINI Cooper S Clubman ,"2.0 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",26,"$2,550 "
2933,2018 Nissan Altima ,"3.5 L, 6 cyl, Automatic (AV-S7), Regular Gasoline",26,"$2,050 "
2934,2017 Nissan Altima ,"3.5 L, 6 cyl, Automatic (AV-S7), Regular Gasoline",26,"$2,050 "
2935,2022 Ram 1500 2WD ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Diesel",26,"$2,200 "
2936,2021 Ram 1500 2WD ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Diesel",26,"$2,200 "
2937,2020 Ram 1500 2WD ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Diesel",26,"$2,200 "
2938,2022 Toyota Avalon XLE ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",26,"$2,050 "
2939,2021 Toyota Avalon XLE ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",26,"$2,050 "
2940,2020 Toyota Avalon XLE ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",26,"$2,050 "
2941,2019 Toyota Avalon XLE ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",26,"$2,050 "
2942,2022 Toyota Camry XSE ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",26,"$2,050 "
2943,2021 Toyota Camry XSE ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",26,"$2,050 "
2944,2020 Toyota Camry XSE ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",26,"$2,050 "
2945,2019 Toyota Camry XSE ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",26,"$2,050 "
2946,2018 Toyota Camry XSE ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",26,"$2,050 "
2947,2017 Volkswagen Golf Alltrack ,"1.8 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",26,"$2,050 "
2948,2017 Volkswagen Golf SportWagen 4motion ,"1.8 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",26,"$2,050 "
2949,2018 Volvo S60 AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Supercharger, Premium Gasoline",26,"$2,550 "
2950,2017 Volvo S60 AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Supercharger, Premium Gasoline",26,"$2,550 "
2951,2018 Volvo V60 AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Supercharger, Premium Gasoline",26,"$2,550 "
2952,2017 Volvo V60 AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Supercharger, Premium Gasoline",26,"$2,550 "
2953,2018 Audi A6 quattro ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2954,2022 Cadillac CT4 AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",26,"$2,550 "
2955,2016 Chevrolet Equinox FWD ,"2.4 L, 4 cyl, Automatic 6-spd, Regular Gasoline",26,"$2,050 "
2956,2016 Chevrolet Equinox FWD ,"2.4 L, 4 cyl, Automatic 6-spd, Regular Gasoline or E85",26,"$2,050 "
2957,2022 Ford Escape AWD ,"2.0 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",17,"$2,650 "
2958,2016 GMC Terrain FWD ,"2.4 L, 4 cyl, Automatic 6-spd, Regular Gasoline",26,"$2,050 "
2959,2016 GMC Terrain FWD ,"2.4 L, 4 cyl, Automatic 6-spd, Regular Gasoline or E85",26,"$2,050 "
